product_id,brand,model,family,field,value,source_status,source_organisation,source_url,checked_at
product:appliances:cooktops:blanco:bcc604t,Blanco,BCC604T,cooktops,fuelOrEnergyType,ceramic electric,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:blanco:bcc604t,Blanco,BCC604T,cooktops,installationType,,pending-verification,,,2026-09-02
product:appliances:cooktops:blanco:bcc604t,Blanco,BCC604T,cooktops,cooktopType,ceramic electric,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:blanco:bcc604t,Blanco,BCC604T,cooktops,cookingZonesOrBurners,,pending-verification,,,2026-09-02
product:appliances:cooktops:blanco:bcc604t,Blanco,BCC604T,cooktops,controlType,,pending-verification,,,2026-09-02
product:appliances:cooktops:blanco:bcc604t,Blanco,BCC604T,cooktops,gasOrElectricalRequirements,,pending-verification,,,2026-09-02
product:appliances:cooktops:blanco:bcg604wx,Blanco,BCG604WX,cooktops,family,cooktops,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:blanco:bcg604wx,Blanco,BCG604WX,cooktops,manufacturerModel,BCG604WX,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:blanco:bcg604wx,Blanco,BCG604WX,cooktops,width,600 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:blanco:bcg604wx,Blanco,BCG604WX,cooktops,widthMm,600,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:blanco:bcg604wx,Blanco,BCG604WX,cooktops,finish,,pending-verification,,,2026-09-02
product:appliances:cooktops:blanco:bcg604wx,Blanco,BCG604WX,cooktops,fuelOrEnergyType,gas,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:blanco:bcg604wx,Blanco,BCG604WX,cooktops,installationType,,pending-verification,,,2026-09-02
product:appliances:cooktops:blanco:bcg604wx,Blanco,BCG604WX,cooktops,cooktopType,gas,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:blanco:bcg604wx,Blanco,BCG604WX,cooktops,cookingZonesOrBurners,,pending-verification,,,2026-09-02
product:appliances:cooktops:blanco:bcg604wx,Blanco,BCG604WX,cooktops,controlType,,pending-verification,,,2026-09-02
product:appliances:cooktops:blanco:bcg604wx,Blanco,BCG604WX,cooktops,gasOrElectricalRequirements,,pending-verification,,,2026-09-02
product:appliances:cooktops:blanco:bcg905wx,Blanco,BCG905WX,cooktops,family,cooktops,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:blanco:bcg905wx,Blanco,BCG905WX,cooktops,manufacturerModel,BCG905WX,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:blanco:bcg905wx,Blanco,BCG905WX,cooktops,width,900 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:blanco:bcg905wx,Blanco,BCG905WX,cooktops,widthMm,900,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:blanco:bcg905wx,Blanco,BCG905WX,cooktops,finish,,pending-verification,,,2026-09-02
product:appliances:cooktops:blanco:bcg905wx,Blanco,BCG905WX,cooktops,fuelOrEnergyType,gas,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:blanco:bcg905wx,Blanco,BCG905WX,cooktops,installationType,,pending-verification,,,2026-09-02
product:appliances:cooktops:blanco:bcg905wx,Blanco,BCG905WX,cooktops,cooktopType,gas,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:blanco:bcg905wx,Blanco,BCG905WX,cooktops,cookingZonesOrBurners,,pending-verification,,,2026-09-02
product:appliances:cooktops:blanco:bcg905wx,Blanco,BCG905WX,cooktops,controlType,,pending-verification,,,2026-09-02
product:appliances:cooktops:blanco:bcg905wx,Blanco,BCG905WX,cooktops,gasOrElectricalRequirements,,pending-verification,,,2026-09-02
product:appliances:cooktops:blanco:bic90x,Blanco,BIC90X,cooktops,family,cooktops,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:blanco:bic90x,Blanco,BIC90X,cooktops,manufacturerModel,BIC90X,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:blanco:bic90x,Blanco,BIC90X,cooktops,width,900 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:blanco:bic90x,Blanco,BIC90X,cooktops,widthMm,900,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:blanco:bic90x,Blanco,BIC90X,cooktops,finish,,pending-verification,,,2026-09-02
product:appliances:cooktops:blanco:bic90x,Blanco,BIC90X,cooktops,fuelOrEnergyType,induction,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:blanco:bic90x,Blanco,BIC90X,cooktops,installationType,,pending-verification,,,2026-09-02
product:appliances:cooktops:blanco:bic90x,Blanco,BIC90X,cooktops,cooktopType,induction,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:blanco:bic90x,Blanco,BIC90X,cooktops,cookingZonesOrBurners,,pending-verification,,,2026-09-02
product:appliances:cooktops:blanco:bic90x,Blanco,BIC90X,cooktops,controlType,,pending-verification,,,2026-09-02
product:appliances:cooktops:blanco:bic90x,Blanco,BIC90X,cooktops,gasOrElectricalRequirements,,pending-verification,,,2026-09-02
product:appliances:cooktops:euromaid:ecck900,Euromaid,ECCK900,cooktops,family,cooktops,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:euromaid:ecck900,Euromaid,ECCK900,cooktops,manufacturerModel,ECCK900,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:euromaid:ecck900,Euromaid,ECCK900,cooktops,width,900 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:euromaid:ecck900,Euromaid,ECCK900,cooktops,widthMm,900,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:euromaid:ecck900,Euromaid,ECCK900,cooktops,finish,,pending-verification,,,2026-09-02
product:appliances:cooktops:euromaid:ecck900,Euromaid,ECCK900,cooktops,fuelOrEnergyType,ceramic electric,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:euromaid:ecck900,Euromaid,ECCK900,cooktops,installationType,,pending-verification,,,2026-09-02
product:appliances:cooktops:euromaid:ecck900,Euromaid,ECCK900,cooktops,cooktopType,ceramic electric,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:euromaid:ecck900,Euromaid,ECCK900,cooktops,cookingZonesOrBurners,,pending-verification,,,2026-09-02
product:appliances:cooktops:euromaid:ecck900,Euromaid,ECCK900,cooktops,controlType,,pending-verification,,,2026-09-02
product:appliances:cooktops:euromaid:ecck900,Euromaid,ECCK900,cooktops,gasOrElectricalRequirements,,pending-verification,,,2026-09-02
product:appliances:cooktops:euromaid:gc90s,Euromaid,GC90S,cooktops,family,cooktops,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:euromaid:gc90s,Euromaid,GC90S,cooktops,manufacturerModel,GC90S,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:euromaid:gc90s,Euromaid,GC90S,cooktops,width,900 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:euromaid:gc90s,Euromaid,GC90S,cooktops,widthMm,900,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:euromaid:gc90s,Euromaid,GC90S,cooktops,finish,,pending-verification,,,2026-09-02
product:appliances:cooktops:euromaid:gc90s,Euromaid,GC90S,cooktops,fuelOrEnergyType,gas,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:euromaid:gc90s,Euromaid,GC90S,cooktops,installationType,,pending-verification,,,2026-09-02
product:appliances:cooktops:euromaid:gc90s,Euromaid,GC90S,cooktops,cooktopType,gas,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:euromaid:gc90s,Euromaid,GC90S,cooktops,cookingZonesOrBurners,,pending-verification,,,2026-09-02
product:appliances:cooktops:euromaid:gc90s,Euromaid,GC90S,cooktops,controlType,,pending-verification,,,2026-09-02
product:appliances:cooktops:euromaid:gc90s,Euromaid,GC90S,cooktops,gasOrElectricalRequirements,,pending-verification,,,2026-09-02
product:appliances:cooktops:euromaid:kcs4,Euromaid,KCS4,cooktops,family,cooktops,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:euromaid:kcs4,Euromaid,KCS4,cooktops,manufacturerModel,KCS4,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:euromaid:kcs4,Euromaid,KCS4,cooktops,width,600 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:euromaid:kcs4,Euromaid,KCS4,cooktops,widthMm,600,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:euromaid:kcs4,Euromaid,KCS4,cooktops,finish,,pending-verification,,,2026-09-02
product:appliances:cooktops:euromaid:kcs4,Euromaid,KCS4,cooktops,fuelOrEnergyType,ceramic electric,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:euromaid:kcs4,Euromaid,KCS4,cooktops,installationType,,pending-verification,,,2026-09-02
product:appliances:cooktops:euromaid:kcs4,Euromaid,KCS4,cooktops,cooktopType,ceramic electric,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:euromaid:kcs4,Euromaid,KCS4,cooktops,cookingZonesOrBurners,,pending-verification,,,2026-09-02
product:appliances:cooktops:euromaid:kcs4,Euromaid,KCS4,cooktops,controlType,,pending-verification,,,2026-09-02
product:appliances:cooktops:euromaid:kcs4,Euromaid,KCS4,cooktops,gasOrElectricalRequirements,,pending-verification,,,2026-09-02
product:appliances:cooktops:euromaid:wk60s,Euromaid,WK60S,cooktops,family,cooktops,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:euromaid:wk60s,Euromaid,WK60S,cooktops,manufacturerModel,WK60S,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:euromaid:wk60s,Euromaid,WK60S,cooktops,width,600 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:euromaid:wk60s,Euromaid,WK60S,cooktops,widthMm,600,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:euromaid:wk60s,Euromaid,WK60S,cooktops,finish,,pending-verification,,,2026-09-02
product:appliances:cooktops:euromaid:wk60s,Euromaid,WK60S,cooktops,fuelOrEnergyType,gas,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:euromaid:wk60s,Euromaid,WK60S,cooktops,installationType,,pending-verification,,,2026-09-02
product:appliances:cooktops:euromaid:wk60s,Euromaid,WK60S,cooktops,cooktopType,gas,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:euromaid:wk60s,Euromaid,WK60S,cooktops,cookingZonesOrBurners,,pending-verification,,,2026-09-02
product:appliances:cooktops:euromaid:wk60s,Euromaid,WK60S,cooktops,controlType,,pending-verification,,,2026-09-02
product:appliances:cooktops:euromaid:wk60s,Euromaid,WK60S,cooktops,gasOrElectricalRequirements,,pending-verification,,,2026-09-02
product:appliances:cooktops:omega:ocg604x,Omega,OCG604X,cooktops,family,cooktops,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:omega:ocg604x,Omega,OCG604X,cooktops,manufacturerModel,OCG604X,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:omega:ocg604x,Omega,OCG604X,cooktops,width,600 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:omega:ocg604x,Omega,OCG604X,cooktops,widthMm,600,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:omega:ocg604x,Omega,OCG604X,cooktops,finish,,pending-verification,,,2026-09-02
product:appliances:cooktops:omega:ocg604x,Omega,OCG604X,cooktops,fuelOrEnergyType,gas,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:omega:ocg604x,Omega,OCG604X,cooktops,installationType,,pending-verification,,,2026-09-02
product:appliances:cooktops:omega:ocg604x,Omega,OCG604X,cooktops,cooktopType,gas,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:omega:ocg604x,Omega,OCG604X,cooktops,cookingZonesOrBurners,4,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:omega:ocg604x,Omega,OCG604X,cooktops,controlType,,pending-verification,,,2026-09-02
product:appliances:cooktops:omega:ocg604x,Omega,OCG604X,cooktops,gasOrElectricalRequirements,,pending-verification,,,2026-09-02
product:appliances:cooktops:omega:oci64z,Omega,OCI64Z,cooktops,family,cooktops,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:omega:oci64z,Omega,OCI64Z,cooktops,manufacturerModel,OCI64Z,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:omega:oci64z,Omega,OCI64Z,cooktops,width,600 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:omega:oci64z,Omega,OCI64Z,cooktops,widthMm,600,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:omega:oci64z,Omega,OCI64Z,cooktops,finish,,pending-verification,,,2026-09-02
product:appliances:cooktops:omega:oci64z,Omega,OCI64Z,cooktops,fuelOrEnergyType,induction,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:omega:oci64z,Omega,OCI64Z,cooktops,installationType,,pending-verification,,,2026-09-02
product:appliances:cooktops:omega:oci64z,Omega,OCI64Z,cooktops,cooktopType,induction,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:omega:oci64z,Omega,OCI64Z,cooktops,cookingZonesOrBurners,,pending-verification,,,2026-09-02
product:appliances:cooktops:omega:oci64z,Omega,OCI64Z,cooktops,controlType,,pending-verification,,,2026-09-02
product:appliances:cooktops:omega:oci64z,Omega,OCI64Z,cooktops,gasOrElectricalRequirements,,pending-verification,,,2026-09-02
product:appliances:cooktops:omega:oi90z,Omega,OI90Z,cooktops,family,cooktops,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:omega:oi90z,Omega,OI90Z,cooktops,manufacturerModel,OI90Z,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:omega:oi90z,Omega,OI90Z,cooktops,width,900 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:omega:oi90z,Omega,OI90Z,cooktops,widthMm,900,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:omega:oi90z,Omega,OI90Z,cooktops,finish,,pending-verification,,,2026-09-02
product:appliances:cooktops:omega:oi90z,Omega,OI90Z,cooktops,fuelOrEnergyType,induction,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:omega:oi90z,Omega,OI90Z,cooktops,installationType,,pending-verification,,,2026-09-02
product:appliances:cooktops:omega:oi90z,Omega,OI90Z,cooktops,cooktopType,induction,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:omega:oi90z,Omega,OI90Z,cooktops,cookingZonesOrBurners,,pending-verification,,,2026-09-02
product:appliances:cooktops:omega:oi90z,Omega,OI90Z,cooktops,controlType,,pending-verification,,,2026-09-02
product:appliances:cooktops:omega:oi90z,Omega,OI90Z,cooktops,gasOrElectricalRequirements,,pending-verification,,,2026-09-02
product:appliances:cooktops:smeg:pga64,Smeg,PGA64,cooktops,family,cooktops,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:smeg:pga64,Smeg,PGA64,cooktops,manufacturerModel,PGA64,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:smeg:pga64,Smeg,PGA64,cooktops,width,600 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:smeg:pga64,Smeg,PGA64,cooktops,widthMm,600,verified-source,Smeg Australia,https://www.smeg.com/au/products/PGA64,2026-09-02
product:appliances:cooktops:smeg:pga64,Smeg,PGA64,cooktops,finish,stainless steel,verified-source,Smeg Australia,https://www.smeg.com/au/products/PGA64,2026-09-02
product:appliances:cooktops:smeg:pga64,Smeg,PGA64,cooktops,fuelOrEnergyType,gas,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:smeg:pga64,Smeg,PGA64,cooktops,installationType,,pending-verification,,,2026-09-02
product:appliances:cooktops:smeg:pga64,Smeg,PGA64,cooktops,cooktopType,gas,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:smeg:pga64,Smeg,PGA64,cooktops,cookingZonesOrBurners,4,verified-source,Smeg Australia,https://www.smeg.com/au/products/PGA64,2026-09-02
product:appliances:cooktops:smeg:pga64,Smeg,PGA64,cooktops,controlType,,pending-verification,,,2026-09-02
product:appliances:cooktops:smeg:pga64,Smeg,PGA64,cooktops,gasOrElectricalRequirements,,pending-verification,,,2026-09-02
product:appliances:cooktops:smeg:pga64,Smeg,PGA64,cooktops,cookingTechnology,gas,verified-source,Smeg Australia,https://www.smeg.com/au/products/PGA64,2026-09-02
product:appliances:cooktops:smeg:pga64,Smeg,PGA64,cooktops,controls,knobs,verified-source,Smeg Australia,https://www.smeg.com/au/products/PGA64,2026-09-02
product:appliances:cooktops:smeg:pga95,Smeg,PGA95,cooktops,family,cooktops,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:smeg:pga95,Smeg,PGA95,cooktops,manufacturerModel,PGA95,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:smeg:pga95,Smeg,PGA95,cooktops,width,900 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:smeg:pga95,Smeg,PGA95,cooktops,widthMm,900,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:smeg:pga95,Smeg,PGA95,cooktops,finish,,pending-verification,,,2026-09-02
product:appliances:cooktops:smeg:pga95,Smeg,PGA95,cooktops,fuelOrEnergyType,gas,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
