product_id,brand,family,model,primary_image,image_status,image_source_url,image_source_organisation,product_page_url,checked_at,licence_status
product:appliances:cooktops:westinghouse:whg644sc,Westinghouse,cooktops,WHG644SC,https://www.westinghouse.com.au/resourceimageelectrolux/Public/Image2/product/111227/63237.png?width=1200&height=630,verified-official-remote-reference,https://www.westinghouse.com.au/cooking/cooktops/whg644sc/,Westinghouse,https://www.westinghouse.com.au/cooking/cooktops/whg644sc/,2026-09-03,official-remote-reference
product:appliances:cooktops:westinghouse:whg958sc,Westinghouse,cooktops,WHG958SC,https://www.westinghouse.com.au/resourceimageelectrolux/Public/Image2/product/111233/40883.png?width=1200&height=630,verified-official-remote-reference,https://www.westinghouse.com.au/cooking/cooktops/whg958sc/,Westinghouse,https://www.westinghouse.com.au/cooking/cooktops/whg958sc/,2026-09-03,official-remote-reference
product:appliances:cooktops:westinghouse:whi955bd,Westinghouse,cooktops,WHI955BD,https://www.westinghouse.com.au/resourceimageelectrolux/Public/Image2/product/114564/58266.png?width=1200&height=630,verified-official-remote-reference,https://www.westinghouse.com.au/cooking/cooktops/whi955bd/,Westinghouse,https://www.westinghouse.com.au/cooking/cooktops/whi955bd/,2026-09-03,official-remote-reference
product:appliances:dishwashers:ariston:lfo3c23wf,Ariston,dishwashers,LFO3C23WF,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:dishwashers:blanco:bdw146x,Blanco,dishwashers,BDW146X,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:dishwashers:euromaid:edw14s,Euromaid,dishwashers,EDW14S,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:dishwashers:omega:odw702xb,Omega,dishwashers,ODW702XB,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:dishwashers:smeg:dwau6315x3,Smeg,dishwashers,DWAU6315X3,https://assets.4flow.cloud/THUMB_DWAU6315X3.jpg.jpg?pEFs=cVY2M1MyN1ZOMFFadEQ5ZlVOMzhVd29CV1BXb0plM0xyZUlOUGM1Tm43RjFyUlRvQ0NYdFFibm4vSS9yUEJ6K3BpRFBVTzFQNHNTN00wVG9TdklTdkZQN3YwRVVmaVZKeWs2TURlWnZFaFNma2dWVytYdFhsVU5ISXlXVS91ZlE0MHFtZ0h2RFl2aEdBQmpSNGRPYi9LS1pSVzFITExld3ZpM2pOVzRHLzI4PQ,verified-official-remote-reference,https://www.smeg.com/au/products/DWAU6315X3,Smeg,https://www.smeg.com/au/products/DWAU6315X3,2026-09-03,official-remote-reference
product:appliances:dishwashers:westinghouse:wsf6606x,Westinghouse,dishwashers,WSF6606X,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:freestanding-cookers:ariston:cp059mdx,Ariston,freestanding-cookers,CP059MDX,,pending-licence,https://ariston.com.au/inventory/freestanding-cooker-cp059mdx-2/,Ariston Australia,https://ariston.com.au/inventory/freestanding-cooker-cp059mdx-2/,2026-09-03,pending-licence
product:appliances:freestanding-cookers:blanco:bfs90wx,Blanco,freestanding-cookers,BFS90WX,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:freestanding-cookers:euromaid:gg90s,Euromaid,freestanding-cookers,GG90S,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:freestanding-cookers:omega:of916fx,Omega,freestanding-cookers,OF916FX,,pending-licence,https://omegaappliances.com.au/product/90cm-9-function-freestanding-oven-of916fx/,Omega Appliances Australia,https://omegaappliances.com.au/product/90cm-9-function-freestanding-oven-of916fx/,2026-09-03,pending-licence
product:appliances:freestanding-cookers:smeg:fs9606as-1,Smeg,freestanding-cookers,FS9606AS-1,https://assets.4flow.cloud/THUMB_FS9606AS-1.jpg.jpg?pEFs=cVY2M1MyN1ZOMFFadEQ5ZlVOMzhVOThLblkyMnN1UWh3S3NIZFJMblBXYkpOREQrN0hndjlzQWo3V3p5SVRQYU1HTEpnTkhLSzFCYm1wdy95aFVZb05qNmFVK3MzWjMxeUJMWjMySVVycHJ4S1d2QmZNRWJXaldXNXJSSTFVVE9iVjN2VE5aSXRDSjQydmwxOVBCcHcyKzB5c0loRmFZa2x5aXhCczIxZDZ3PQ,verified-official-remote-reference,https://www.smeg.com/au/products/FS9606AS-1,Smeg,https://www.smeg.com/au/products/FS9606AS-1,2026-09-03,official-remote-reference
product:appliances:freestanding-cookers:westinghouse:wfe9515sd,Westinghouse,freestanding-cookers,WFE9515SD,https://www.westinghouse.com.au/resourceimageelectrolux/Public/Image2/product/114100/63277.png?width=1200&height=630,verified-official-remote-reference,https://www.westinghouse.com.au/cooking/freestanding-ovens/wfe9515sd/,Westinghouse,https://www.westinghouse.com.au/cooking/freestanding-ovens/wfe9515sd/,2026-09-03,official-remote-reference
product:appliances:ovens:ariston:fa5834hixaaus,Ariston,ovens,FA5834HIXAAUS,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:ovens:ariston:fi9-891-sp-ix-a-aus,Ariston,ovens,FI9 891 SP IX A AUS,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:ovens:blanco:bose65xm,Blanco,ovens,BOSE65XM,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:ovens:blanco:bose90x,Blanco,ovens,BOSE90X,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:ovens:euromaid:eo605dtb,Euromaid,ovens,EO605DTB,,pending-licence,https://www.euromaid.com/en-au/60cm-5-function-built-in-oven-dark-stainless,Euromaid Australia,https://www.euromaid.com/en-au/60cm-5-function-built-in-oven-dark-stainless,2026-09-03,pending-licence
product:appliances:ovens:euromaid:eo916astb,Euromaid,ovens,EO916ASTB,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:ovens:omega:obo660x,Omega,ovens,OBO660X,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:ovens:omega:obo960x1,Omega,ovens,OBO960X1,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:ovens:smeg:sf64m3tvx,Smeg,ovens,SF64M3TVX,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:ovens:smeg:sfpa9395x1,Smeg,ovens,SFPA9395X1,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:ovens:westinghouse:wve6314dd,Westinghouse,ovens,WVE6314DD,https://www.westinghouse.com.au/resourceimageelectrolux/Public/Image2/product/113700/63221.png?width=1200&height=630,verified-official-remote-reference,https://www.westinghouse.com.au/cooking/ovens/wve6314dd/,Westinghouse,https://www.westinghouse.com.au/cooking/ovens/wve6314dd/,2026-09-03,official-remote-reference
product:appliances:ovens:westinghouse:wve916sc,Westinghouse,ovens,WVE916SC,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:ariston:arhc60x,Ariston,rangehoods,ARHC60X,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:ariston:arhc90x,Ariston,rangehoods,ARHC90X,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:ariston:arhs60x,Ariston,rangehoods,ARHS60X,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:ariston:arhs90x,Ariston,rangehoods,ARHS90X,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:ariston:aru60x,Ariston,rangehoods,ARU60X,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:ariston:aru90x,Ariston,rangehoods,ARU90X,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:blanco:brc60x,Blanco,rangehoods,BRC60X,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:blanco:brc90x,Blanco,rangehoods,BRC90X,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:blanco:bru53x,Blanco,rangehoods,BRU53X,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:blanco:bru60x,Blanco,rangehoods,BRU60X,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:blanco:bru90ux,Blanco,rangehoods,BRU90UX,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:blanco:bru90x,Blanco,rangehoods,BRU90X,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:euromaid:cpt6s,Euromaid,rangehoods,CPT6S,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:euromaid:cpt9mb,Euromaid,rangehoods,CPT9MB,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:euromaid:cs60s,Euromaid,rangehoods,CS60S,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:euromaid:fs90s,Euromaid,rangehoods,FS90S,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:euromaid:rs6s,Euromaid,rangehoods,RS6S,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:euromaid:rs9s,Euromaid,rangehoods,RS9S,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:omega:orc60x,Omega,rangehoods,ORC60X,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:omega:orc90x,Omega,rangehoods,ORC90X,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:omega:orf60x,Omega,rangehoods,ORF60X,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:omega:orf90x,Omega,rangehoods,ORF90X,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:omega:ort6wba,Omega,rangehoods,ORT6WBA,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:omega:ort9wxa,Omega,rangehoods,ORT9WXA,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:smeg:pum601x,Smeg,rangehoods,PUM601X,https://assets.4flow.cloud/THUMB_PUM601X.jpg.jpg?pEFs=cVY2M1MyN1ZOMFFadEQ5ZlVOMzhVOVlBeDZHWisxelBwYll5VWpNVDF5SVFpSGZ6OUdodHFQNzZQRDJJRDBCemhqUmJNSXlsK25NdmdzSUhnb3JNeGdGeTd0MVVUOXFLaFNxVlczaDVFcG5LU1luYVFvWFdGNXRoNXBiNmtSWCtJNVprSitybW1uOHptVDArdngrbHFJd2RNWkEvR0F2RTU5TEdwTGUzelRBPQ,verified-official-remote-reference,https://www.smeg.com/au/products/PUM601X,Smeg,https://www.smeg.com/au/products/PUM601X,2026-09-03,official-remote-reference
product:appliances:rangehoods:smeg:pum901x,Smeg,rangehoods,PUM901X,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:smeg:shw610x1,Smeg,rangehoods,SHW610X1,https://assets.4flow.cloud/THUMB_SHW610X1.jpg.jpg?pEFs=cVY2M1MyN1ZOMFFadEQ5ZlVOMzhVOWJhOTlTbEZiT3QxLzBLVUpQSE1qdzBHRzUyN3l1UWx0MWl1cFZEcklzSzgyQU5KRStYUHBXaStCQUxHV3ZsSWUrdDdTU3IzWkxBMHUxNXhlRTRlTUVyMWUvbzI4aVFjdWpPNVgvVW9OZzYwSXpNMit3cGZmVVZ0QThVZTNvN0lyZXBYSk1Ydzdmd1MzOVZxMklsN3h3PQ,verified-official-remote-reference,https://www.smeg.com/au/products/SHW610X1,Smeg,https://www.smeg.com/au/products/SHW610X1,2026-09-03,official-remote-reference
product:appliances:rangehoods:smeg:shw910x2,Smeg,rangehoods,SHW910X2,https://assets.4flow.cloud/THUMB_SHW910X2.jpg.jpg?pEFs=cVY2M1MyN1ZOMFFadEQ5ZlVOMzhVKzVrblRZa1pNbC9uYnRrTGZqS2piZ3A3cUxkOXQvcUxuUWlMMWlHNkJ2QW1oc0pmeEhJa29sdTdFVG05Y3p2elA3dkF5TWNiSGlLQ1dFejBjQVRoY0xZNkc4NVFWSktTVkQ1TG1tNzVCUzJBaStaVTBXaDBTWEozZlBEMVlLOE96R1JaRFI4Slo2T0RYMlY1RURkbUdvPQ,verified-official-remote-reference,https://www.smeg.com/au/products/SHW910X2,Smeg,https://www.smeg.com/au/products/SHW910X2,2026-09-03,official-remote-reference
product:appliances:rangehoods:smeg:sth600x,Smeg,rangehoods,STH600X,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:smeg:sth900x,Smeg,rangehoods,STH900X,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:westinghouse:wrc614sd,Westinghouse,rangehoods,WRC614SD,https://www.westinghouse.com.au/resourceimageelectrolux/Public/Image2/product/116488/63251.png?width=1200&height=630,verified-official-remote-reference,https://www.westinghouse.com.au/cooking/rangehoods/wrc614sd/,Westinghouse,https://www.westinghouse.com.au/cooking/rangehoods/wrc614sd/,2026-09-03,official-remote-reference
product:appliances:rangehoods:westinghouse:wrc914sd,Westinghouse,rangehoods,WRC914SD,https://www.westinghouse.com.au/resourceimageelectrolux/Public/Image2/product/116487/63249.png?width=1200&height=630,verified-official-remote-reference,https://www.westinghouse.com.au/cooking/rangehoods/wrc914sd/,Westinghouse,https://www.westinghouse.com.au/cooking/rangehoods/wrc914sd/,2026-09-03,official-remote-reference
product:appliances:rangehoods:westinghouse:wrf610wa,Westinghouse,rangehoods,WRF610WA,https://www.westinghouse.com.au/resourceimageelectrolux/Public/Image2/product/106581/63263.png?width=1200&height=630,verified-official-remote-reference,https://www.westinghouse.com.au/cooking/rangehoods/wrf610wa/,Westinghouse,https://www.westinghouse.com.au/cooking/rangehoods/wrf610wa/,2026-09-03,official-remote-reference
product:appliances:rangehoods:westinghouse:wrf910wa,Westinghouse,rangehoods,WRF910WA,https://www.westinghouse.com.au/resourceimageelectrolux/Public/Image2/product/106583/40948.png?width=1200&height=630,verified-official-remote-reference,https://www.westinghouse.com.au/cooking/rangehoods/wrf910wa/,Westinghouse,https://www.westinghouse.com.au/cooking/rangehoods/wrf910wa/,2026-09-03,official-remote-reference
product:appliances:rangehoods:westinghouse:wri930sb,Westinghouse,rangehoods,WRI930SB,,exact-image-unavailable,,,,2026-09-03,exact-image-unavailable
product:appliances:rangehoods:westinghouse:wrr614sb,Westinghouse,rangehoods,WRR614SB,https://www.westinghouse.com.au/resourceimageelectrolux/Public/Image2/product/111317/63259.png?width=1200&height=630,verified-official-remote-reference,https://www.westinghouse.com.au/cooking/rangehoods/wrr614sb/,Westinghouse,https://www.westinghouse.com.au/cooking/rangehoods/wrr614sb/,2026-09-03,official-remote-reference
